# r0    Z0    r      Z lambda weights
#                                eh1     eh1a     eh1b    eh1c    eh2     eh3   eh4    eh5a   eh5b   es2     es3    es3a    es3b   es3c    es4    es5    es6    en1     en2     en3
 0.450 5.500 0.656 6.387   0.10 0.311  5.081  -21.293  -2.240  0.953  -0.024  5.325  1.895  4.413  -0.089  -2.212  -5.068  -4.201  0.825  0.680  1.705  0.303  1.671  -3.179  -0.194 
 0.450 6.000 0.661 6.343   0.13 0.342  5.568  -21.239  -2.324  1.122  -0.034  4.940  1.923  3.743  -0.123  -2.153  -4.812  -4.344  0.887  0.598  1.709  0.279  1.624  -2.587  -0.172 
 0.450 6.500 0.665 6.304   0.14 0.375  5.508  -21.341  -2.385  1.148  -0.035  5.011  1.942  3.878  -0.119  -2.212  -4.822  -4.397  0.894  0.582  1.739  0.288  1.669  -2.703  -0.176 
 0.450 7.000 0.668 6.264   0.15 0.393  5.489  -21.438  -2.442  1.178  -0.037  5.059  1.959  4.010  -0.117  -2.262  -4.812  -4.439  0.900  0.565  1.764  0.301  1.709  -2.808  -0.178 
 0.450 7.500 0.672 6.225   0.17 0.404  5.474  -21.522  -2.491  1.209  -0.039  5.100  1.976  4.131  -0.115  -2.307  -4.806  -4.478  0.907  0.557  1.789  0.313  1.744  -2.901  -0.178 
 0.450 8.000 0.675 6.186   0.28 0.406  5.483  -21.614  -2.546  1.237  -0.040  5.149  1.995  4.280  -0.111  -2.356  -4.793  -4.519  0.912  0.532  1.813  0.324  1.786  -2.994  -0.181 
 0.450 9.000 0.680 6.111   0.33 0.353  5.233  -21.773  -2.662  1.292  -0.043  5.255  2.041  4.550  -0.108  -2.460  -4.854  -4.617  0.925  0.497  1.886  0.323  1.864  -3.271  -0.187 
 0.450 9.500 0.683 6.075   0.24 0.435  5.422  -21.925  -2.718  1.329  -0.045  5.303  2.053  4.624  -0.102  -2.518  -4.833  -4.658  0.932  0.479  1.904  0.346  1.908  -3.345  -0.191 
 0.500 2.000 0.124 2.615   0.07 -21.864  -162.297  -1.228  3.473  0.974  -0.054  4.613  3.076  4.964  4.969  2.332  -139.527  -3.029  0.837  5.533  1.130  -20.928  6.251  -22.122  1.708 
 0.500 2.500 0.614 6.527   0.00 7.681  -0.480  -18.070  -0.828  0.247  0.013  3.733  2.010  2.552  -0.086  -1.993  -2.314  -5.377  0.926  1.415  1.813  -0.143  0.898  -3.700  -0.091 
 0.500 3.000 0.631 6.642   0.13 0.201  5.813  -20.586  -1.925  0.919  -0.022  4.554  1.793  2.817  -0.145  -1.787  -4.861  -4.016  0.849  0.713  1.510  0.194  1.333  -1.808  -0.158 
 0.500 3.500 0.635 6.601   0.14 0.291  5.530  -20.700  -1.999  0.955  -0.024  4.613  1.814  2.956  -0.147  -1.846  -4.812  -4.043  0.856  0.718  1.540  0.197  1.328  -1.875  -0.152 
 0.500 4.000 0.627 6.606   0.06 1.965  1.805  -18.481  -1.281  0.391  -0.017  5.645  2.157  3.972  -0.215  -1.596  -4.791  -4.100  0.767  0.924  1.509  0.166  0.948  -2.680  0.091 
 0.500 4.500 0.631 6.582   0.06 1.625  1.868  -18.547  -1.341  0.444  -0.020  5.686  2.198  4.164  -0.202  -1.614  -4.962  -4.023  0.769  0.866  1.467  0.194  0.960  -2.937  0.055 
 0.500 5.000 0.637 6.533   0.06 1.420  1.616  -18.578  -1.471  0.487  -0.024  5.830  2.286  4.374  -0.183  -1.643  -5.007  -4.012  0.780  0.800  1.441  0.215  1.005  -3.070  0.042 
 0.500 5.500 0.650 6.442   0.08 2.362  6.134  -20.696  -1.562  0.766  -0.024  5.706  1.919  4.566  -0.155  -2.031  -4.545  -4.268  0.799  0.820  1.604  0.215  1.586  -2.694  -0.089 
 0.500 6.000 0.654 6.398   0.09 2.454  5.471  -21.146  -1.651  0.826  -0.027  5.786  1.984  4.749  -0.157  -2.178  -4.390  -4.322  0.816  0.898  1.627  0.241  1.643  -3.098  -0.064 
 0.500 6.500 0.661 6.348   0.13 0.358  5.556  -21.193  -2.318  1.130  -0.034  4.908  1.923  3.634  -0.127  -2.141  -4.766  -4.360  0.895  0.589  1.708  0.269  1.606  -2.483  -0.171 
 0.500 7.000 0.664 6.309   0.13 0.373  5.528  -21.300  -2.369  1.159  -0.036  4.953  1.938  3.751  -0.125  -2.191  -4.796  -4.401  0.901  0.582  1.736  0.280  1.649  -2.586  -0.175 
 0.500 7.500 0.668 6.270   0.17 0.382  5.512  -21.415  -2.428  1.177  -0.037  5.041  1.959  3.979  -0.117  -2.247  -4.801  -4.423  0.900  0.571  1.755  0.297  1.697  -2.770  -0.175 
 0.500 8.000 0.671 6.225   0.09 0.439  5.713  -21.476  -2.393  1.163  -0.038  5.023  1.947  4.546  -0.117  -2.270  -4.767  -4.453  0.843  0.490  1.783  0.388  1.766  -2.680  -0.151 
 0.500 8.500 0.674 6.196   0.17 0.406  5.454  -21.592  -2.535  1.234  -0.040  5.134  1.991  4.195  -0.111  -2.349  -4.921  -4.515  0.912  0.542  1.812  0.317  1.767  -2.977  -0.179 
 0.500 10.000 0.682 6.088   0.32 0.462  5.378  -21.876  -2.692  1.309  -0.044  5.278  2.052  4.640  -0.105  -2.485  -4.779  -4.623  0.928  0.503  1.887  0.339  1.893  -3.298  -0.187 
 0.550 2.000 0.120 2.624   0.07 -22.505  -166.971  -1.266  3.567  0.984  -0.049  4.730  3.152  5.088  5.068  2.386  -143.612  -3.114  0.857  5.672  1.156  -21.817  6.424  -22.709  1.751 
 0.550 2.500 0.630 6.292   0.00 2.501  -0.527  -17.697  -1.133  0.007  -0.001  6.594  1.374  4.757  -0.029  -2.452  -4.958  -5.670  1.062  1.399  2.418  -0.608  1.441  -9.189  0.352 
 0.550 3.000 0.620 6.679   0.09 -1.957  3.960  -18.391  -1.892  0.574  0.001  4.494  1.603  2.210  -0.077  -1.569  -4.265  -4.492  0.796  0.417  1.797  0.063  1.384  -1.911  -0.214 
 0.550 3.500 0.631 6.636   0.15 0.210  5.750  -20.603  -1.937  0.925  -0.022  4.560  1.790  2.834  -0.144  -1.792  -4.703  -4.019  0.848  0.717  1.512  0.194  1.338  -1.844  -0.161 
 0.550 4.000 0.622 6.652   0.05 1.893  2.300  -18.605  -1.212  0.378  -0.013  5.471  1.999  3.763  -0.215  -1.593  -4.739  -4.125  0.757  1.008  1.535  0.166  0.992  -2.557  0.074 
 0.550 4.500 0.636 6.571   0.06 1.444  7.609  -19.664  -1.430  0.625  -0.017  5.349  1.670  3.922  -0.129  -1.687  -4.361  -4.135  0.758  0.656  1.575  0.159  1.480  -2.373  -0.133 
 0.550 5.000 0.640 6.529   0.06 1.672  7.088  -19.902  -1.455  0.670  -0.019  5.440  1.760  4.137  -0.139  -1.774  -4.287  -4.170  0.769  0.684  1.573  0.181  1.499  -2.382  -0.128 
 0.550 5.500 0.645 6.483   0.06 1.870  6.686  -20.204  -1.513  0.720  -0.022  5.533  1.833  4.337  -0.143  -1.874  -4.383  -4.219  0.781  0.740  1.581  0.200  1.552  -2.510  -0.118 
 0.550 6.000 0.653 6.427   0.07 0.546  5.459  -21.314  -2.093  0.923  -0.023  5.192  1.826  4.211  -0.106  -2.157  -5.090  -4.185  0.815  0.728  1.711  0.294  1.704  -2.962  -0.221 
 0.550 6.500 0.654 6.402   0.08 2.273  5.719  -21.076  -1.667  0.834  -0.027  5.706  1.946  4.708  -0.177  -2.131  -4.436  -4.333  0.812  0.910  1.627  0.251  1.667  -2.964  -0.096 
 0.550 7.000 0.660 6.353   0.08 0.519  5.354  -21.494  -2.253  0.997  -0.027  5.195  1.872  4.451  -0.078  -2.244  -4.957  -4.230  0.830  0.704  1.720  0.329  1.732  -3.121  -0.188 
 0.550 7.500 0.663 6.316   0.09 0.452  5.423  -21.726  -2.329  1.047  -0.028  5.232  1.891  4.609  -0.073  -2.341  -5.066  -4.305  0.843  0.680  1.746  0.352  1.782  -3.212  -0.184 
 0.550 8.000 0.667 6.276   0.18 0.378  5.496  -21.399  -2.419  1.172  -0.036  5.032  1.956  3.958  -0.117  -2.239  -4.809  -4.417  0.899  0.576  1.751  0.295  1.690  -2.748  -0.174 
 0.550 8.500 0.670 6.239   0.23 0.397  5.480  -21.482  -2.468  1.197  -0.038  5.078  1.972  4.102  -0.116  -2.285  -4.800  -4.457  0.903  0.558  1.774  0.310  1.731  -2.856  -0.179 
 0.600 2.000 0.117 2.632   0.07 -23.123  -171.473  -1.302  3.658  0.993  -0.044  4.843  3.225  5.207  5.163  2.438  -147.548  -3.195  0.877  5.806  1.181  -22.675  6.589  -23.274  1.793 
 0.600 2.500 0.622 5.839   0.00 -11.566  -0.227  -17.264  0.152  -0.659  0.012  13.015  4.227  7.782  -0.134  -4.185  -18.251  -7.076  1.665  0.425  4.447  -2.744  2.129  -5.151  0.836 
 0.600 3.000 0.614 6.712   0.06 -1.627  6.747  -18.210  -1.747  0.513  0.006  4.436  1.487  2.183  -0.082  -1.538  -3.970  -4.666  0.798  0.404  1.815  -0.015  1.306  -1.848  -0.050 
 0.600 3.500 0.627 6.671   0.15 0.184  5.792  -20.529  -1.887  0.901  -0.021  4.510  1.777  2.721  -0.145  -1.749  -4.771  -3.977  0.843  0.729  1.487  0.188  1.308  -1.744  -0.158 
 0.600 4.000 0.618 6.685   0.05 1.971  2.930  -18.703  -1.156  0.352  -0.010  5.379  1.919  3.538  -0.227  -1.587  -4.716  -4.182  0.754  1.062  1.577  0.149  1.034  -2.344  0.072 
 0.600 4.500 0.624 6.645   0.06 2.081  3.276  -18.841  -1.264  0.408  -0.013  5.438  1.940  3.799  -0.211  -1.616  -4.669  -4.118  0.758  1.017  1.535  0.180  1.051  -2.739  0.038 
 0.600 5.000 0.636 6.573   0.06 1.211  6.911  -19.683  -1.456  0.646  -0.017  5.282  1.651  3.900  -0.127  -1.691  -4.302  -4.125  0.758  0.632  1.570  0.170  1.497  -2.392  -0.152 
 0.600 5.500 0.640 6.532   0.06 1.489  6.770  -19.960  -1.499  0.689  -0.020  5.381  1.736  4.115  -0.145  -1.773  -4.160  -4.178  0.769  0.694  1.575  0.187  1.533  -2.443  -0.148 
 0.600 6.000 0.645 6.487   0.06 1.794  6.819  -20.203  -1.538  0.729  -0.022  5.456  1.812  4.297  -0.148  -1.855  -4.298  -4.211  0.779  0.737  1.580  0.208  1.556  -2.513  -0.139 
 0.600 6.500 0.653 6.427   0.07 0.478  5.743  -21.283  -2.095  0.929  -0.023  5.136  1.822  4.169  -0.109  -2.140  -5.092  -4.200  0.816  0.713  1.712  0.300  1.713  -2.893  -0.232 
 0.600 7.000 0.652 6.415   0.07 2.236  6.094  -20.872  -1.648  0.823  -0.026  5.606  1.910  4.649  -0.184  -2.053  -4.259  -4.318  0.804  0.864  1.613  0.254  1.645  -2.847  -0.122 
 0.600 7.500 0.660 6.355   0.07 0.595  5.616  -21.677  -2.196  1.006  -0.027  5.193  1.865  4.467  -0.096  -2.288  -5.124  -4.279  0.834  0.725  1.742  0.338  1.782  -3.092  -0.200 
 0.600 8.000 0.664 6.318   0.17 0.346  5.556  -21.294  -2.357  1.140  -0.035  4.971  1.934  3.838  -0.122  -2.182  -4.808  -4.368  0.890  0.590  1.723  0.286  1.650  -2.647  -0.174 
 0.600 8.500 0.667 6.283   0.21 0.371  5.516  -21.385  -2.412  1.168  -0.036  5.026  1.953  3.939  -0.118  -2.231  -4.789  -4.409  0.899  0.576  1.746  0.294  1.682  -2.739  -0.175 
 0.600 9.000 0.670 6.247   0.23 0.409  5.479  -21.477  -2.460  1.194  -0.038  5.073  1.970  4.058  -0.117  -2.277  -4.790  -4.448  0.905  0.562  1.770  0.304  1.721  -2.825  -0.179 
 0.600 9.500 0.672 6.213   0.25 0.406  5.504  -21.562  -2.512  1.219  -0.039  5.118  1.986  4.172  -0.113  -2.322  -4.789  -4.485  0.910  0.550  1.794  0.313  1.756  -2.928  -0.179 
 0.650 2.000 0.114 2.639   0.07 -23.724  -175.842  -1.338  3.746  1.002  -0.040  4.953  3.296  5.323  5.255  2.488  -151.369  -3.275  0.896  5.936  1.206  -23.511  6.747  -23.822  1.833 
 0.650 2.500 0.620 6.481   0.00 3.139  -1.094  -17.449  -0.800  0.034  0.009  6.077  1.693  4.010  -0.109  -2.210  -2.580  -5.548  1.054  1.436  2.218  -0.530  1.113  -3.644  0.052 
 0.650 3.000 0.621 6.493   0.05 3.541  -9.960  -17.857  -1.137  0.247  0.002  5.584  2.686  3.664  -0.306  -2.218  -2.866  -5.828  0.892  1.516  2.198  -0.470  1.045  -3.075  0.089 
 0.650 3.500 0.623 6.705   0.13 0.144  5.918  -20.445  -1.847  0.881  -0.019  4.464  1.753  2.605  -0.148  -1.709  -4.839  -3.947  0.838  0.730  1.472  0.181  1.270  -1.638  -0.157 
 0.650 4.000 0.623 6.671   0.06 0.751  8.062  -19.067  -1.432  0.529  -0.008  5.178  1.531  3.357  -0.117  -1.529  -4.444  -4.114  0.747  0.594  1.594  0.110  1.416  -2.207  -0.208 
 0.650 4.500 0.620 6.678   0.05 1.867  3.257  -18.893  -1.217  0.385  -0.011  5.367  1.891  3.606  -0.224  -1.617  -4.899  -4.161  0.757  1.085  1.572  0.170  1.084  -2.476  0.035 
 0.650 5.000 0.639 6.564   0.07 0.017  5.131  -20.296  -1.963  0.830  -0.019  4.862  1.721  3.338  -0.115  -1.852  -5.101  -4.069  0.793  0.562  1.658  0.241  1.488  -2.590  -0.300 
 0.650 5.500 0.636 6.572   0.06 1.111  7.210  -19.733  -1.484  0.659  -0.017  5.255  1.660  3.901  -0.133  -1.699  -4.347  -4.132  0.762  0.638  1.572  0.180  1.501  -2.353  -0.165 
 0.650 6.000 0.640 6.535   0.06 1.359  7.174  -19.990  -1.525  0.700  -0.020  5.316  1.721  4.083  -0.147  -1.766  -4.180  -4.171  0.769  0.696  1.576  0.196  1.537  -2.449  -0.162 
 0.650 6.500 0.645 6.491   0.06 1.691  7.078  -20.196  -1.583  0.735  -0.022  5.395  1.797  4.266  -0.145  -1.840  -4.328  -4.209  0.778  0.723  1.580  0.216  1.563  -2.525  -0.148 
 0.650 7.000 0.653 6.428   0.06 0.379  5.685  -21.228  -2.096  0.937  -0.024  5.069  1.809  4.114  -0.109  -2.123  -5.112  -4.212  0.817  0.679  1.713  0.304  1.720  -2.790  -0.243 
 0.650 7.500 0.652 6.424   0.06 2.165  6.277  -20.655  -1.636  0.813  -0.026  5.487  1.864  4.568  -0.179  -1.980  -4.146  -4.286  0.794  0.813  1.598  0.255  1.621  -2.857  -0.141 
 0.650 8.000 0.655 6.391   0.06 2.321  6.046  -20.772  -1.673  0.841  -0.029  5.538  1.903  4.709  -0.184  -2.032  -4.184  -4.311  0.801  0.837  1.600  0.276  1.629  -3.067  -0.126 
 0.650 8.500 0.663 6.324   0.15 0.345  5.569  -21.291  -2.350  1.139  -0.035  4.970  1.936  3.794  -0.122  -2.181  -4.795  -4.371  0.893  0.593  1.722  0.282  1.643  -2.589  -0.172 
 0.650 9.000 0.666 6.288   0.18 0.364  5.515  -21.366  -2.400  1.162  -0.036  5.011  1.950  3.939  -0.119  -2.221  -4.796  -4.402  0.895  0.578  1.742  0.296  1.681  -2.717  -0.176 
 0.650 9.500 0.669 6.254   0.23 0.391  5.502  -21.463  -2.452  1.189  -0.037  5.064  1.967  4.035  -0.117  -2.269  -4.789  -4.439  0.904  0.567  1.765  0.302  1.714  -2.813  -0.177 
 0.700 2.000 0.111 2.646   0.07 -24.291  -179.967  -1.371  3.828  1.010  -0.033  5.056  3.363  5.432  5.340  2.534  -154.980  -3.349  0.913  6.058  1.228  -24.314  6.895  -24.339  1.871 
 0.700 2.500 0.603 6.195   0.00 -3.387  -10.557  -18.318  1.581  -0.394  -0.012  8.182  3.155  5.804  -0.291  -3.876  -16.829  -6.395  1.235  0.572  3.741  -1.376  1.519  -8.146  0.202 
 0.700 3.000 0.618 6.499   0.04 3.369  -10.015  -17.665  -1.064  0.209  0.002  5.366  2.753  3.554  -0.247  -2.254  -3.425  -5.907  0.900  1.356  2.262  -0.510  1.048  -2.938  0.067 
 0.700 3.500 0.619 6.737   0.12 0.135  5.973  -20.373  -1.805  0.859  -0.018  4.418  1.739  2.510  -0.150  -1.671  -4.939  -3.910  0.834  0.741  1.450  0.173  1.235  -1.530  -0.153 
 0.700 4.000 0.624 6.682   0.06 0.116  4.460  -19.889  -1.926  0.721  -0.012  4.714  1.604  2.854  -0.124  -1.656  -5.446  -3.884  0.767  0.657  1.635  0.174  1.321  -2.270  -0.284 
 0.700 4.500 0.623 6.676   0.05 1.010  7.387  -19.126  -1.391  0.539  -0.009  5.088  1.522  3.348  -0.123  -1.539  -4.393  -4.086  0.746  0.578  1.579  0.128  1.375  -2.244  -0.189 
 0.700 5.000 0.629 6.635   0.06 0.490  7.614  -19.371  -1.461  0.600  -0.012  5.142  1.553  3.514  -0.119  -1.608  -4.730  -4.081  0.762  0.543  1.583  0.175  1.433  -1.988  -0.182 
 0.700 5.500 0.637 6.574   0.06 -0.115  5.438  -20.289  -1.974  0.810  -0.018  4.863  1.708  3.393  -0.121  -1.818  -5.296  -4.039  0.790  0.604  1.653  0.237  1.500  -2.400  -0.280 
 0.700 6.000 0.636 6.573   0.06 1.107  7.269  -19.768  -1.502  0.668  -0.017  5.195  1.648  3.872  -0.136  -1.693  -4.354  -4.117  0.762  0.647  1.572  0.189  1.496  -2.295  -0.173 
 0.700 6.500 0.641 6.530   0.06 1.295  7.020  -19.919  -1.534  0.703  -0.020  5.291  1.740  4.073  -0.137  -1.767  -4.491  -4.167  0.770  0.662  1.573  0.206  1.522  -2.371  -0.167 
 0.700 7.000 0.649 6.467   0.06 0.174  5.606  -20.937  -2.067  0.906  -0.022  4.965  1.774  3.894  -0.117  -2.021  -5.149  -4.161  0.809  0.650  1.695  0.290  1.660  -2.636  -0.259 
 0.700 7.500 0.652 6.431   0.06 0.259  5.842  -21.161  -2.106  0.940  -0.024  5.010  1.800  4.056  -0.116  -2.095  -5.040  -4.212  0.818  0.661  1.713  0.309  1.711  -2.723  -0.248 
 0.700 8.000 0.656 6.394   0.06 0.369  5.870  -21.375  -2.147  0.975  -0.026  5.055  1.822  4.213  -0.122  -2.166  -5.067  -4.262  0.828  0.683  1.733  0.328  1.758  -2.831  -0.239 
 0.700 8.500 0.660 6.363   0.14 0.337  5.569  -21.202  -2.296  1.111  -0.033  4.919  1.919  3.664  -0.126  -2.132  -4.809  -4.330  0.888  0.609  1.696  0.271  1.605  -2.505  -0.169 
 0.700 9.000 0.663 6.328   0.12 0.348  5.552  -21.281  -2.348  1.135  -0.034  4.970  1.933  3.794  -0.121  -2.174  -4.802  -4.358  0.892  0.593  1.716  0.280  1.639  -2.631  -0.172 
 0.700 9.500 0.666 6.294   0.20 0.378  5.516  -21.360  -2.396  1.160  -0.036  5.016  1.948  3.907  -0.120  -2.217  -4.785  -4.395  0.897  0.581  1.737  0.291  1.671  -2.705  -0.174 
 0.700 10.000 0.669 6.260   0.17 0.378  5.492  -21.431  -2.439  1.182  -0.037  5.046  1.963  4.034  -0.117  -2.257  -4.791  -4.433  0.900  0.566  1.759  0.304  1.709  -2.798  -0.178 
 0.750 2.000 0.387 3.242   0.29 -143.912  -682.366  -10.653  3.638  -0.126  0.083  30.530  21.013  36.417  -22.853  -1.512  -335.781  -21.717  5.287  32.654  8.311  -21.198  51.018  -159.696  11.496 
 0.750 3.000 0.615 6.515   0.03 3.047  -10.117  -17.482  -0.970  0.175  0.004  5.177  2.711  3.411  -0.214  -2.245  -3.690  -5.943  0.906  1.283  2.301  -0.541  1.062  -2.860  0.058 
 0.750 3.500 0.615 6.767   0.11 0.141  6.007  -20.316  -1.764  0.839  -0.017  4.372  1.733  2.434  -0.152  -1.633  -4.854  -3.875  0.831  0.748  1.422  0.170  1.209  -1.479  -0.151 
 0.750 4.000 0.620 6.716   0.07 -0.177  4.233  -19.803  -1.909  0.721  -0.012  4.707  1.643  2.759  -0.136  -1.646  -5.792  -3.876  0.769  0.691  1.619  0.155  1.238  -2.162  -0.257 
 0.750 4.500 0.625 6.676   0.06 -0.049  4.432  -19.803  -1.933  0.725  -0.013  4.731  1.638  2.913  -0.121  -1.648  -5.135  -3.905  0.772  0.614  1.617  0.177  1.323  -2.257  -0.281 
 0.750 5.000 0.630 6.638   0.06 -0.154  4.939  -19.926  -1.952  0.769  -0.015  4.747  1.665  3.029  -0.117  -1.694  -5.280  -3.959  0.781  0.566  1.623  0.202  1.384  -2.134  -0.286 
 0.750 5.500 0.634 6.604   0.06 -0.192  4.981  -20.081  -1.965  0.795  -0.017  4.801  1.705  3.209  -0.119  -1.761  -5.284  -4.009  0.788  0.572  1.636  0.221  1.430  -2.220  -0.281 
 0.750 6.000 0.638 6.568   0.06 -0.167  5.572  -20.310  -2.004  0.825  -0.018  4.835  1.722  3.383  -0.120  -1.823  -5.153  -4.054  0.794  0.586  1.653  0.240  1.496  -2.329  -0.280 
 0.750 6.500 0.637 6.566   0.06 0.904  7.125  -19.760  -1.526  0.678  -0.017  5.201  1.662  3.892  -0.137  -1.701  -4.367  -4.136  0.766  0.649  1.572  0.196  1.511  -2.294  -0.173 
 0.750 7.000 0.641 6.534   0.06 1.026  7.291  -19.970  -1.563  0.717  -0.019  5.216  1.697  4.027  -0.140  -1.754  -4.257  -4.156  0.770  0.668  1.577  0.213  1.545  -2.380  -0.176 
 0.750 7.500 0.649 6.463   0.06 -0.005  5.804  -20.934  -2.100  0.923  -0.022  4.927  1.775  3.854  -0.123  -2.020  -5.112  -4.188  0.814  0.631  1.702  0.295  1.668  -2.574  -0.267 
 0.750 8.000 0.653 6.430   0.07 0.096  5.836  -21.090  -2.116  0.943  -0.024  4.996  1.816  4.026  -0.119  -2.088  -4.896  -4.230  0.822  0.621  1.716  0.315  1.698  -2.622  -0.254 
 0.750 8.500 0.656 6.395   0.07 0.046  5.941  -21.348  -2.182  0.988  -0.026  5.025  1.813  4.171  -0.129  -2.160  -5.020  -4.303  0.833  0.656  1.743  0.333  1.785  -2.779  -0.247 
 0.750 9.000 0.659 6.365   0.12 0.338  5.576  -21.192  -2.293  1.109  -0.033  4.917  1.917  3.659  -0.127  -2.128  -4.809  -4.325  0.887  0.609  1.695  0.270  1.601  -2.500  -0.170 
 0.750 9.500 0.662 6.332   0.14 0.345  5.574  -21.272  -2.339  1.132  -0.034  4.959  1.932  3.776  -0.123  -2.169  -4.801  -4.360  0.891  0.597  1.715  0.281  1.636  -2.590  -0.172 
 0.750 10.000 0.665 6.299   0.24 0.370  5.566  -21.360  -2.388  1.155  -0.035  5.010  1.949  3.900  -0.120  -2.209  -4.766  -4.386  0.897  0.581  1.737  0.283  1.670  -2.691  -0.173 
 0.800 2.000 0.107 2.654   0.08 -25.214  -186.724  -1.425  3.968  1.025  -0.032  5.224  3.472  5.608  5.488  2.614  -160.889  -3.470  0.943  6.258  1.266  -25.556  7.130  -25.183  1.932 
 0.800 3.000 0.609 6.804   0.07 -0.236  8.318  -19.932  -1.563  0.787  -0.014  4.693  1.571  2.008  -0.157  -1.548  -5.023  -3.996  0.771  0.611  1.458  0.176  1.342  -1.568  -0.228 
 0.800 3.500 0.611 6.795   0.11 0.116  6.024  -20.256  -1.727  0.821  -0.016  4.338  1.722  2.358  -0.155  -1.598  -4.884  -3.845  0.827  0.759  1.400  0.166  1.185  -1.407  -0.151 
 0.800 4.000 0.618 6.738   0.07 -0.273  3.784  -19.882  -1.927  0.748  -0.013  4.626  1.635  2.625  -0.145  -1.626  -5.623  -3.821  0.771  0.733  1.603  0.147  1.182  -1.881  -0.240 
 0.800 4.500 0.621 6.707   0.06 -0.168  4.907  -19.740  -1.937  0.735  -0.012  4.653  1.617  2.772  -0.122  -1.610  -6.022  -3.856  0.769  0.639  1.597  0.159  1.259  -2.110  -0.271 
 0.800 5.000 0.626 6.669   0.05 -0.223  4.834  -19.777  -1.948  0.749  -0.014  4.682  1.651  2.887  -0.111  -1.643  -5.200  -3.913  0.776  0.557  1.604  0.185  1.319  -2.139  -0.269 
 0.800 5.500 0.632 6.629   0.09 0.157  6.028  -20.424  -1.889  0.905  -0.021  4.530  1.729  2.825  -0.126  -1.778  -4.845  -4.067  0.792  0.691  1.600  0.169  1.338  -1.912  -0.164 
 0.800 6.000 0.634 6.607   0.06 -0.272  5.344  -20.112  -1.985  0.815  -0.017  4.746  1.687  3.186  -0.125  -1.752  -5.160  -4.009  0.789  0.551  1.633  0.221  1.426  -2.170  -0.294 
 0.800 6.500 0.638 6.568   0.06 -0.203  5.649  -20.334  -2.033  0.846  -0.018  4.767  1.703  3.337  -0.124  -1.813  -5.135  -4.048  0.796  0.569  1.653  0.242  1.491  -2.248  -0.291 
 0.800 7.000 0.637 6.568   0.06 0.824  7.343  -19.759  -1.525  0.680  -0.017  5.143  1.648  3.856  -0.134  -1.693  -4.466  -4.112  0.765  0.651  1.572  0.206  1.496  -2.235  -0.172 
 0.800 7.500 0.646 6.499   0.06 -0.049  5.536  -20.654  -2.078  0.891  -0.021  4.865  1.770  3.669  -0.124  -1.940  -5.178  -4.142  0.808  0.601  1.681  0.279  1.583  -2.429  -0.266 
 0.800 8.000 0.650 6.460   0.06 -0.044  5.443  -20.813  -2.118  0.922  -0.023  4.904  1.795  3.814  -0.124  -2.001  -5.195  -4.191  0.816  0.618  1.698  0.298  1.636  -2.548  -0.257 
 0.800 8.500 0.652 6.432   0.07 0.048  5.528  -21.036  -2.167  0.959  -0.024  4.895  1.792  3.919  -0.127  -2.063  -5.204  -4.228  0.824  0.624  1.721  0.317  1.681  -2.636  -0.259 
 0.800 9.000 0.656 6.401   0.14 0.318  5.620  -21.115  -2.248  1.084  -0.031  4.877  1.901  3.558  -0.127  -2.082  -4.818  -4.276  0.882  0.624  1.664  0.261  1.567  -2.440  -0.168 
 0.800 9.500 0.659 6.368   0.11 0.340  5.586  -21.154  -2.289  1.109  -0.033  4.906  1.912  3.629  -0.128  -2.118  -4.786  -4.328  0.889  0.602  1.691  0.267  1.590  -2.477  -0.169 
 0.800 10.000 0.662 6.335   0.17 0.347  5.573  -21.268  -2.338  1.130  -0.034  4.960  1.931  3.770  -0.122  -2.166  -4.817  -4.351  0.891  0.598  1.710  0.280  1.631  -2.588  -0.172 
 0.850 2.000 0.104 2.659   0.08 -25.879  -191.538  -1.464  4.062  1.036  -0.026  5.348  3.552  5.739  5.589  2.669  -165.103  -3.559  0.964  6.403  1.294  -26.494  7.302  -25.794  1.977 
 0.850 3.000 0.606 6.824   0.07 -0.415  8.564  -19.832  -1.536  0.767  -0.013  4.755  1.551  1.985  -0.160  -1.508  -4.807  -3.970  0.766  0.610  1.430  0.174  1.345  -1.524  -0.245 
 0.850 3.500 0.607 6.822   0.10 0.105  5.968  -20.197  -1.694  0.803  -0.015  4.299  1.712  2.280  -0.157  -1.566  -4.902  -3.813  0.824  0.771  1.380  0.161  1.158  -1.336  -0.153 
 0.850 4.000 0.613 6.771   0.09 -0.101  5.385  -19.922  -1.828  0.748  -0.013  4.492  1.584  2.484  -0.132  -1.598  -5.707  -3.781  0.766  0.709  1.584  0.137  1.121  -1.610  -0.214 
 0.850 4.500 0.618 6.736   0.06 -0.160  4.619  -19.766  -1.938  0.735  -0.012  4.588  1.611  2.634  -0.131  -1.585  -5.650  -3.816  0.771  0.683  1.584  0.150  1.198  -1.916  -0.255 
 0.850 5.000 0.623 6.695   0.05 -0.211  4.359  -19.808  -1.967  0.753  -0.014  4.624  1.656  2.752  -0.117  -1.618  -4.391  -3.885  0.778  0.598  1.590  0.169  1.262  -1.940  -0.253 
 0.850 5.500 0.627 6.663   0.06 -0.204  4.994  -19.814  -1.963  0.775  -0.015  4.656  1.680  2.835  -0.125  -1.642  -5.104  -3.940  0.782  0.556  1.600  0.190  1.314  -1.986  -0.270 
