'#(1)header    (2)TM of best model    (3)fraction of residues with identical secondary structure assignment. The methods are seqdat2ss.py and pdb2ss.py    (4)(5)(6) fraction of C,H,E for seqdat2ss.py   (7)(8)( fraction of C,H,E for pdb2ss.py
#  1    2    3   4     5    6    7    8    9
1nf4A 0.48 0.89 0.28 0.72 0.00 0.24 0.72 0.04
1or4A 0.42 0.82 0.21 0.79 0.00 0.33 0.67 0.00
1ic8A 0.33 0.77 0.46 0.53 0.01 0.42 0.58 0.00
1nnqA 0.43 0.88 0.32 0.66 0.02 0.34 0.63 0.04
1oxjA 0.44 0.81 0.29 0.69 0.01 0.45 0.55 0.00
1fpoA 0.32 0.89 0.24 0.76 0.00 0.31 0.69 0.00
1h1oA 0.38 0.81 0.55 0.45 0.00 0.56 0.44 0.00
1qkrA 0.40 0.76 0.26 0.72 0.03 0.44 0.55 0.02
1aj5A 0.42 0.89 0.33 0.61 0.06 0.42 0.57 0.02
1fewA 0.25 0.86 0.19 0.81 0.00 0.09 0.91 0.00
1kncA 0.40 0.86 0.25 0.75 0.00 0.32 0.68 0.00
2scpA 0.44 0.90 0.37 0.60 0.02 0.41 0.59 0.00
1nyaA 0.40 0.84 0.31 0.66 0.03 0.44 0.56 0.00
1s0pA 0.40 0.86 0.24 0.76 0.00 0.34 0.66 0.00
1hqvA 0.33 0.89 0.38 0.58 0.04 0.49 0.49 0.02
1htjF 0.31 0.79 0.29 0.71 0.01 0.35 0.63 0.02
1a22A 0.40 0.87 0.33 0.67 0.00 0.37 0.62 0.02
1bjfA 0.39 0.88 0.35 0.64 0.01 0.44 0.56 0.00
1dovA 0.33 0.94 0.11 0.89 0.00 0.14 0.86 0.00
1or7A 0.31 0.77 0.25 0.75 0.00 0.33 0.67 0.00
1f7cA 0.43 0.86 0.33 0.66 0.01 0.41 0.59 0.00
1n4cA 0.24 0.78 0.54 0.45 0.01 0.61 0.35 0.04
1bvsA 0.33 0.78 0.32 0.50 0.18 0.42 0.45 0.14
1dguA 0.27 0.81 0.38 0.60 0.02 0.53 0.45 0.02
1f6fA 0.40 0.84 0.40 0.60 0.00 0.31 0.64 0.05
1pbwA 0.37 0.85 0.36 0.62 0.01 0.47 0.53 0.00
1vi0A 0.36 0.83 0.26 0.74 0.00 0.39 0.61 0.00
1pi1A 0.38 0.86 0.41 0.55 0.05 0.51 0.46 0.03
1jt6B 0.44 0.85 0.20 0.80 0.00 0.29 0.71 0.00
1n81A 0.34 0.69 0.30 0.67 0.03 0.35 0.65 0.00
1ej3A 0.42 0.88 0.43 0.56 0.02 0.44 0.56 0.00
1lmzA 0.29 0.82 0.40 0.60 0.01 0.47 0.49 0.04
1r8iA 0.32 0.79 0.18 0.82 0.00 0.32 0.68 0.00
1h6pA 0.37 0.86 0.21 0.79 0.00 0.34 0.66 0.00
1o5hA 0.25 0.71 0.21 0.79 0.00 0.46 0.54 0.00
1uhnA 0.47 0.79 0.39 0.60 0.02 0.48 0.51 0.02
1etpA 0.31 0.79 0.46 0.54 0.00 0.58 0.38 0.04
1fioA 0.39 0.86 0.14 0.86 0.00 0.15 0.83 0.02
1b71A 0.38 0.84 0.32 0.65 0.03 0.37 0.55 0.07
1e6bA 0.31 0.84 0.41 0.50 0.09 0.48 0.44 0.08
1a37A 0.38 0.86 0.18 0.82 0.00 0.23 0.77 0.00
1h6oA 0.32 0.84 0.21 0.79 0.00 0.34 0.66 0.00
1hu3A 0.26 0.68 0.22 0.78 0.00 0.43 0.57 0.00
1cgpA 0.25 0.81 0.31 0.41 0.28 0.46 0.37 0.17
1ap5A 0.44 0.81 0.34 0.55 0.11 0.40 0.50 0.10
1pb6A 0.34 0.88 0.21 0.79 0.00 0.30 0.70 0.00
1am4A 0.36 0.81 0.37 0.62 0.01 0.53 0.47 0.00
1c7yA 0.28 0.77 0.35 0.49 0.16 0.46 0.41 0.13
1j77A 0.30 0.84 0.32 0.68 0.00 0.39 0.59 0.02
1eptA 0.44 0.74 0.49 0.00 0.51 0.74 0.00 0.26
1htrP 0.37 0.74 0.58 0.35 0.07 0.51 0.33 0.16
1mvfD 0.35 0.70 0.55 0.16 0.30 0.48 0.11 0.41
1ed7A 0.52 0.73 0.67 0.00 0.33 0.76 0.00 0.24
1jmqA 0.57 0.87 0.74 0.00 0.26 0.83 0.00 0.17
1ytfC 0.27 0.78 0.35 0.00 0.65 0.39 0.00 0.61
1bqpB 0.20 0.77 0.36 0.06 0.57 0.38 0.00 0.62
1i5hW 0.54 0.96 0.80 0.00 0.20 0.76 0.00 0.24
1igqA 0.46 0.65 0.41 0.04 0.56 0.69 0.00 0.31
1auuA 0.68 0.82 0.62 0.00 0.38 0.80 0.00 0.20
1c6vX 0.31 0.78 0.62 0.00 0.38 0.80 0.00 0.20
1g5vA 0.40 0.80 0.46 0.05 0.48 0.66 0.00 0.34
1b35D 0.21 0.65 0.47 0.53 0.00 0.75 0.25 0.00
1nz9A 0.34 0.76 0.55 0.05 0.40 0.66 0.00 0.34
1aojA 0.46 0.73 0.58 0.00 0.42 0.52 0.00 0.48
1kq1A 0.27 0.68 0.23 0.17 0.60 0.52 0.17 0.32
1e0bA 0.38 0.70 0.36 0.41 0.23 0.52 0.25 0.23
1pc0A 0.40 0.87 0.44 0.00 0.56 0.57 0.00 0.43
1k4uS 0.61 0.76 0.65 0.00 0.35 0.66 0.00 0.34
1hk9A 0.35 0.70 0.34 0.16 0.50 0.61 0.16 0.23
1gcpA 0.54 0.86 0.74 0.00 0.26 0.78 0.00 0.22
1azpA 0.29 0.62 0.52 0.33 0.15 0.52 0.15 0.33
1c9oA 0.48 0.73 0.50 0.03 0.47 0.77 0.00 0.23
1fr3A 0.64 0.81 0.33 0.09 0.58 0.52 0.07 0.40
1bosA 0.23 0.64 0.58 0.03 0.39 0.61 0.16 0.23
1c9sA 0.27 0.78 0.46 0.00 0.54 0.48 0.00 0.52
1jb0E 0.34 0.74 0.70 0.00 0.30 0.78 0.00 0.22
1pm3A 0.24 0.58 0.52 0.29 0.19 0.71 0.04 0.25
1dz1A 0.33 0.69 0.54 0.34 0.11 0.64 0.21 0.14
1g6zA 0.31 0.69 0.47 0.39 0.14 0.60 0.23 0.17
1bvnT 0.28 0.76 0.62 0.07 0.31 0.63 0.00 0.37
1ny4A 0.36 0.80 0.58 0.03 0.39 0.63 0.00 0.37
1o9yA 0.37 0.76 0.37 0.07 0.56 0.55 0.06 0.39
1d3bA 0.35 0.74 0.42 0.07 0.51 0.57 0.08 0.35
1i4kA 0.54 0.75 0.40 0.10 0.50 0.62 0.08 0.29
1dj7B 0.23 0.66 0.55 0.07 0.38 0.71 0.00 0.29
1b34B 0.42 0.66 0.41 0.12 0.47 0.55 0.14 0.31
1danT 0.55 0.81 0.55 0.05 0.40 0.60 0.07 0.33
1o6wA 0.28 0.72 0.65 0.00 0.35 0.56 0.16 0.28
1c01A 0.24 0.66 0.79 0.04 0.17 0.64 0.00 0.36
1dd2A 0.49 0.65 0.53 0.00 0.47 0.86 0.00 0.14
1ri9A 0.34 0.78 0.57 0.16 0.27 0.74 0.10 0.16
1oqkA 0.52 0.82 0.49 0.03 0.49 0.62 0.00 0.38
1pfsA 0.33 0.72 0.67 0.00 0.33 0.46 0.00 0.54
1jqqA 0.56 0.81 0.71 0.00 0.29 0.65 0.00 0.35
1b34A 0.51 0.76 0.44 0.09 0.47 0.59 0.11 0.30
1b4rA 0.50 0.82 0.55 0.00 0.45 0.47 0.00 0.53
1hiaA 0.54 0.74 0.49 0.00 0.51 0.74 0.00 0.26
1ezgA 0.31 0.96 0.96 0.00 0.04 1.00 0.00 0.00
1luzA 0.45 0.74 0.40 0.11 0.49 0.59 0.09 0.33
1f53A 0.26 0.65 0.55 0.00 0.45 0.75 0.00 0.25
1rgwA 0.56 0.73 0.51 0.14 0.35 0.71 0.09 0.20
2bn2A 0.41 0.82 0.80 0.09 0.11 0.86 0.11 0.04
1a7hA 0.56 0.73 0.55 0.06 0.40 0.77 0.03 0.20
1b5fB 0.27 0.64 0.43 0.07 0.49 0.60 0.07 0.33
1g6eA 0.34 0.76 0.55 0.00 0.45 0.61 0.00 0.39
1k8mA 0.49 0.75 0.54 0.00 0.46 0.70 0.00 0.30
1k85A 0.46 0.75 0.53 0.00 0.47 0.62 0.00 0.38
1kwaA 0.64 0.77 0.45 0.16 0.39 0.66 0.12 0.22
1npsA 0.41 0.80 0.59 0.03 0.38 0.66 0.06 0.28
1gl4B 0.57 0.82 0.45 0.03 0.52 0.54 0.00 0.46
1lknA 0.39 0.82 0.38 0.07 0.55 0.38 0.06 0.56
1o6aA 0.25 0.71 0.45 0.14 0.41 0.55 0.16 0.28
1ewwA 0.27 0.72 0.69 0.00 0.31 0.83 0.00 0.17
1qavA 0.55 0.77 0.49 0.14 0.37 0.70 0.12 0.18
1g9oA 0.55 0.78 0.48 0.18 0.34 0.66 0.13 0.21
1rl1A 0.42 0.73 0.49 0.02 0.49 0.63 0.00 0.37
1nnxA 0.50 0.78 0.46 0.08 0.46 0.61 0.04 0.34
1a64A 0.31 0.69 0.64 0.01 0.35 0.64 0.00 0.36
1b75A 0.40 0.68 0.40 0.18 0.41 0.51 0.15 0.34
1ehxA 0.41 0.73 0.61 0.03 0.36 0.68 0.07 0.24
1ihjA 0.50 0.73 0.49 0.14 0.37 0.56 0.12 0.32
1j8kA 0.51 0.78 0.50 0.00 0.50 0.57 0.00 0.43
1k5jA 0.58 0.80 0.47 0.00 0.53 0.59 0.00 0.41
1c5eA 0.26 0.66 0.63 0.12 0.25 0.82 0.04 0.14
1fltX 0.17 0.72 0.57 0.00 0.43 0.60 0.00 0.40
1hk6A 0.35 0.69 0.58 0.03 0.39 0.74 0.00 0.26
1im3D 0.35 0.76 0.36 0.00 0.64 0.47 0.00 0.53
1jj2P 0.26 0.82 0.58 0.07 0.35 0.74 0.03 0.23
1lplA 0.42 0.68 0.58 0.03 0.39 0.71 0.07 0.22
1mfgA 0.46 0.86 0.57 0.09 0.34 0.66 0.08 0.25
1n7eA 0.57 0.74 0.52 0.14 0.35 0.59 0.12 0.29
1vubA 0.34 0.67 0.41 0.26 0.33 0.67 0.12 0.21
2fnbA 0.55 0.83 0.53 0.00 0.47 0.65 0.00 0.35
1d5gA 0.54 0.81 0.53 0.14 0.33 0.66 0.11 0.23
1lwrA 0.50 0.78 0.55 0.00 0.45 0.50 0.00 0.50
1n27A 0.43 0.83 0.61 0.19 0.20 0.66 0.15 0.20
1aonO 0.23 0.74 0.54 0.00 0.46 0.69 0.00 0.31
1bymA 0.30 0.71 0.56 0.19 0.26 0.61 0.11 0.28
1hzeA 0.45 0.72 0.55 0.04 0.41 0.56 0.09 0.35
1j0wA 0.42 0.76 0.43 0.22 0.35 0.59 0.14 0.27
1lyaA 0.48 0.78 0.48 0.00 0.52 0.54 0.03 0.43
1bcpF 0.31 0.79 0.52 0.22 0.26 0.54 0.14 0.32
1tiiD 0.41 0.65 0.46 0.34 0.20 0.43 0.26 0.32
1udlA 0.59 0.77 0.70 0.00 0.30 0.76 0.00 0.24
1a1mB 0.46 0.82 0.52 0.00 0.48 0.54 0.00 0.46
1a30A 0.23 0.53 0.56 0.33 0.11 0.53 0.05 0.42
1cqyA 0.40 0.75 0.53 0.06 0.41 0.58 0.00 0.42
1d1nA 0.36 0.53 0.27 0.12 0.61 0.71 0.00 0.29
1j6qA 0.43 0.71 0.46 0.05 0.49 0.73 0.03 0.24
1r21A 0.40 0.84 0.54 0.00 0.46 0.66 0.00 0.34
1smpI 0.29 0.62 0.61 0.20 0.19 0.57 0.05 0.38
1cqkA 0.53 0.80 0.47 0.09 0.45 0.54 0.04 0.42
1f39A 0.30 0.80 0.54 0.02 0.44 0.68 0.00 0.32
1nwbA 0.38 0.82 0.47 0.19 0.35 0.41 0.17 0.43
1c8pA 0.53 0.87 0.53 0.00 0.47 0.60 0.00 0.40
1jjgA 0.24 0.54 0.46 0.14 0.40 0.46 0.04 0.50
1jt8A 0.32 0.80 0.57 0.08 0.35 0.49 0.17 0.34
1m42A 0.31 0.75 0.63 0.02 0.35 0.56 0.00 0.44
1eazA 0.56 0.82 0.44 0.17 0.40 0.56 0.16 0.28
1a14L 0.30 0.83 0.68 0.00 0.32 0.64 0.00 0.36
1ddvA 0.41 0.84 0.38 0.14 0.47 0.47 0.13 0.39
1fhgA 0.62 0.76 0.42 0.03 0.55 0.48 0.00 0.52
1fjgQ 0.32 0.68 0.46 0.09 0.45 0.59 0.14 0.27
1ixdA 0.35 0.75 0.67 0.03 0.30 0.79 0.00 0.21
1lktA 0.34 0.71 0.65 0.02 0.33 0.67 0.00 0.33
1q3oA 0.42 0.76 0.57 0.12 0.31 0.67 0.12 0.21
1g84A 0.62 0.77 0.45 0.05 0.50 0.43 0.04 0.53
1nlqA 0.42 0.80 0.47 0.00 0.53 0.57 0.00 0.43
1ox8A 0.38 0.79 0.52 0.21 0.27 0.66 0.12 0.22
1wwaX 0.47 0.77 0.46 0.00 0.54 0.55 0.00 0.45
1b44D 0.33 0.71 0.42 0.35 0.24 0.60 0.22 0.18
3ullA 0.43 0.81 0.36 0.08 0.56 0.36 0.08 0.57
1g31A 0.28 0.60 0.60 0.14 0.26 0.74 0.07 0.20
1ie5A 0.47 0.63 0.42 0.02 0.56 0.59 0.00 0.41
1m1fA 0.26 0.76 0.58 0.16 0.26 0.60 0.17 0.23
1m1sA 0.49 0.82 0.48 0.05 0.48 0.54 0.00 0.46
1njhA 0.23 0.76 0.39 0.10 0.50 0.59 0.09 0.32
1nsoA 0.26 0.63 0.49 0.07 0.45 0.60 0.05 0.36
1pybA 0.43 0.72 0.53 0.05 0.42 0.64 0.08 0.28
1ub4A 0.34 0.69 0.54 0.17 0.29 0.52 0.17 0.31
1ay9A 0.34 0.78 0.54 0.03 0.44 0.59 0.03 0.38
1h3zA 0.40 0.81 0.57 0.21 0.21 0.59 0.21 0.19
1hkfA 0.48 0.76 0.41 0.03 0.56 0.52 0.00 0.48
1i1jA 0.39 0.75 0.79 0.03 0.18 0.77 0.00 0.23
1o7dE 0.34 0.79 0.55 0.03 0.43 0.70 0.00 0.30
1gd7A 0.32 0.75 0.49 0.09 0.42 0.62 0.05 0.33
1oh1A 0.43 0.76 0.51 0.00 0.49 0.64 0.07 0.28
1ac6A 0.64 0.84 0.51 0.00 0.49 0.56 0.00 0.44
1bcpD 0.28 0.65 0.62 0.22 0.16 0.55 0.09 0.36
1ejfA 0.50 0.85 0.55 0.00 0.45 0.65 0.00 0.35
1i85A 0.51 0.75 0.46 0.00 0.54 0.70 0.00 0.30
1r75A 0.35 0.76 0.45 0.00 0.55 0.59 0.00 0.41
1evhA 0.45 0.78 0.39 0.15 0.46 0.50 0.14 0.36
1nycA 0.39 0.70 0.50 0.01 0.49 0.51 0.07 0.41
1pjwA 0.38 0.78 0.52 0.02 0.46 0.63 0.00 0.37
1qz8A 0.25 0.69 0.47 0.04 0.50 0.54 0.11 0.35
1d9kB 0.54 0.77 0.61 0.00 0.39 0.61 0.00 0.39
1ibyA 0.48 0.71 0.54 0.00 0.46 0.50 0.00 0.50
1irsA 0.45 0.78 0.46 0.23 0.30 0.54 0.21 0.25
1mvpA 0.40 0.84 0.51 0.07 0.42 0.59 0.04 0.37
1nqdA 0.27 0.82 0.49 0.04 0.48 0.43 0.00 0.57
1dynA 0.46 0.79 0.53 0.12 0.35 0.64 0.11 0.26
1fqtA 0.44 0.72 0.55 0.03 0.42 0.68 0.00 0.32
1ifrA 0.38 0.78 0.58 0.00 0.42 0.65 0.00 0.35
1lgpA 0.29 0.75 0.52 0.00 0.48 0.66 0.00 0.34
1nc7A 0.27 0.61 0.55 0.14 0.32 0.65 0.00 0.35
1qmoA 0.28 0.78 0.56 0.00 0.44 0.67 0.00 0.33
1ue1A 0.43 0.73 0.42 0.06 0.51 0.35 0.07 0.58
1akjD 0.43 0.77 0.55 0.00 0.45 0.61 0.00 0.39
1bm7A 0.38 0.82 0.51 0.04 0.45 0.58 0.05 0.37
1eqqA 0.35 0.78 0.43 0.07 0.50 0.35 0.07 0.58
1ewiA 0.30 0.70 0.50 0.24 0.26 0.62 0.16 0.22
1osyA 0.27 0.68 0.61 0.00 0.39 0.58 0.11 0.31
1quqB 0.34 0.79 0.46 0.18 0.37 0.56 0.15 0.29
1vj2A 0.34 0.81 0.49 0.03 0.48 0.59 0.00 0.41
1be9A 0.46 0.74 0.57 0.11 0.31 0.68 0.14 0.18
1fwqA 0.33 0.70 0.72 0.00 0.28 0.91 0.00 0.09
1h10A 0.49 0.79 0.47 0.17 0.36 0.48 0.22 0.30
1o4tA 0.34 0.80 0.50 0.02 0.48 0.55 0.00 0.45
1o7iA 0.34 0.89 0.57 0.02 0.41 0.58 0.00 0.42
1qfoA 0.37 0.72 0.44 0.00 0.56 0.65 0.00 0.35
1shsA 0.35 0.75 0.48 0.02 0.50 0.56 0.00 0.44
1gxcA 0.35 0.66 0.53 0.00 0.47 0.66 0.06 0.28
1jpeA 0.39 0.73 0.51 0.03 0.47 0.50 0.03 0.47
1n0lB 0.22 0.75 0.60 0.00 0.40 0.66 0.00 0.34
1ne8A 0.31 0.78 0.59 0.18 0.23 0.63 0.15 0.22
1npuA 0.45 0.77 0.48 0.02 0.50 0.58 0.00 0.42
1k0hA 0.27 0.56 0.47 0.21 0.32 0.69 0.03 0.28
1pm4A 0.31 0.72 0.65 0.00 0.35 0.49 0.00 0.51
1uemA 0.45 0.81 0.59 0.00 0.41 0.68 0.00 0.32
1b11A 0.35 0.73 0.54 0.04 0.42 0.54 0.04 0.42
1f3uA 0.22 0.75 0.56 0.10 0.34 0.50 0.11 0.39
1b2pA 0.32 0.82 0.57 0.00 0.43 0.72 0.00 0.28
1fhoA 0.40 0.65 0.48 0.24 0.29 0.65 0.09 0.26
1jj2S 0.26 0.62 0.47 0.20 0.33 0.67 0.21 0.12
1k3bA 0.39 0.81 0.48 0.00 0.52 0.64 0.00 0.36
1n3jA 0.34 0.73 0.55 0.01 0.44 0.61 0.09 0.29
1a14H 0.55 0.67 0.47 0.05 0.48 0.59 0.00 0.41
1gyuA 0.56 0.85 0.46 0.02 0.53 0.53 0.00 0.47
1aqcA 0.30 0.81 0.45 0.27 0.28 0.57 0.20 0.23
1l7lA 0.29 0.69 0.63 0.11 0.26 0.68 0.00 0.32
1q8mA 0.58 0.80 0.44 0.01 0.55 0.54 0.00 0.46
1quqA 0.33 0.73 0.36 0.12 0.53 0.50 0.17 0.33
1mzkA 0.39 0.84 0.59 0.00 0.41 0.69 0.00 0.31
1nkoA 0.51 0.82 0.53 0.00 0.47 0.66 0.00 0.34
2cuaA 0.42 0.84 0.52 0.00 0.48 0.60 0.00 0.40
1adwA 0.53 0.85 0.52 0.15 0.33 0.58 0.12 0.30
1avdA 0.47 0.71 0.45 0.15 0.40 0.45 0.04 0.51
1bdyA 0.41 0.75 0.54 0.07 0.39 0.42 0.08 0.50
1m5qA 0.22 0.57 0.29 0.24 0.47 0.64 0.20 0.15
1nf3C 0.39 0.76 0.63 0.11 0.25 0.64 0.10 0.26
1do6A 0.45 0.81 0.53 0.01 0.46 0.62 0.00 0.38
1kacB 0.40 0.73 0.53 0.02 0.44 0.66 0.00 0.34
1mspA 0.32 0.85 0.52 0.07 0.41 0.52 0.02 0.45
1c28A 0.43 0.77 0.45 0.00 0.55 0.58 0.00 0.42
1fgyA 0.47 0.73 0.48 0.14 0.38 0.53 0.08 0.39
1fjgL 0.32 0.73 0.70 0.07 0.23 0.60 0.03 0.37
1ahsA 0.32 0.66 0.54 0.08 0.38 0.61 0.02 0.37
1d2bA 0.45 0.72 0.54 0.11 0.35 0.67 0.10 0.23
1knlA 0.33 0.72 0.56 0.00 0.44 0.83 0.00 0.17
1afcA 0.38 0.84 0.53 0.00 0.47 0.67 0.00 0.33
1b8qA 0.36 0.80 0.61 0.11 0.28 0.66 0.09 0.24
1cmoA 0.27 0.62 0.52 0.15 0.33 0.61 0.04 0.35
1gvmA 0.24 0.69 0.45 0.00 0.55 0.73 0.00 0.27
1jb3A 0.28 0.74 0.56 0.22 0.22 0.55 0.20 0.25
1q5hA 0.28 0.80 0.56 0.00 0.44 0.49 0.04 0.47
1bynA 0.50 0.72 0.52 0.05 0.43 0.50 0.03 0.47
1g8jB 0.29 0.79 0.68 0.00 0.32 0.70 0.02 0.27
1ksgB 0.23 0.63 0.53 0.05 0.41 0.56 0.09 0.35
1oa8A 0.28 0.66 0.63 0.02 0.34 0.60 0.10 0.30
1uf1A 0.36 0.76 0.66 0.08 0.26 0.73 0.11 0.16
1a4aA 0.41 0.81 0.57 0.09 0.34 0.64 0.07 0.29
1o5lA 0.40 0.76 0.28 0.36 0.36 0.50 0.28 0.22
1ayoA 0.35 0.76 0.49 0.02 0.48 0.52 0.06 0.42
1gxeA 0.30 0.78 0.56 0.02 0.42 0.64 0.00 0.36
1jhcA 0.29 0.80 0.55 0.02 0.43 0.68 0.00 0.32
1nepA 0.27 0.77 0.51 0.00 0.49 0.54 0.02 0.44
1pkoA 0.38 0.79 0.50 0.02 0.48 0.65 0.00 0.35
1hpcA 0.37 0.69 0.47 0.28 0.25 0.56 0.24 0.20
1lmiA 0.22 0.77 0.68 0.01 0.31 0.69 0.00 0.31
1uapA 0.34 0.75 0.53 0.11 0.37 0.66 0.12 0.22
1uxzA 0.56 0.78 0.50 0.00 0.50 0.57 0.00 0.43
1a25A 0.46 0.63 0.58 0.02 0.40 0.49 0.09 0.42
1e6fA 0.33 0.74 0.57 0.00 0.43 0.65 0.00 0.35
1sf9A 0.35 0.69 0.45 0.36 0.19 0.49 0.41 0.10
1i3qH 0.27 0.70 0.43 0.02 0.55 0.58 0.02 0.40
1jacA 0.32 0.71 0.47 0.01 0.52 0.62 0.00 0.38
1k8hA 0.32 0.68 0.40 0.18 0.42 0.48 0.19 0.33
1pk6A 0.31 0.82 0.53 0.00 0.47 0.48 0.00 0.52
1a78A 0.37 0.79 0.48 0.02 0.50 0.61 0.00 0.39
1dqgA 0.38 0.81 0.65 0.01 0.34 0.82 0.00 0.18
1gglA 0.32 0.81 0.37 0.12 0.51 0.43 0.10 0.47
1gmmA 0.32 0.77 0.52 0.00 0.48 0.59 0.00 0.41
1c1fA 0.42 0.76 0.47 0.02 0.50 0.64 0.00 0.36
1ddmA 0.35 0.70 0.41 0.27 0.33 0.51 0.25 0.24
1gmiA 0.35 0.69 0.53 0.03 0.44 0.56 0.04 0.39
1khcA 0.35 0.79 0.61 0.27 0.12 0.54 0.27 0.19
1op4A 0.30 0.82 0.63 0.00 0.37 0.67 0.00 0.33
1azzC 0.21 0.79 0.59 0.00 0.41 0.57 0.00 0.43
1cl3A 0.29 0.70 0.54 0.26 0.20 0.46 0.29 0.25
1gmuA 0.32 0.78 0.49 0.17 0.34 0.54 0.17 0.29
1gwkA 0.30 0.77 0.63 0.01 0.36 0.63 0.00 0.37
1qhqA 0.29 0.82 0.55 0.12 0.34 0.58 0.11 0.31
2hrvA 0.24 0.65 0.60 0.02 0.37 0.73 0.00 0.27
1ej8A 0.44 0.86 0.65 0.02 0.33 0.64 0.02 0.34
1jopA 0.27 0.85 0.59 0.09 0.32 0.63 0.07 0.30
1p4pA 0.31 0.79 0.42 0.10 0.48 0.54 0.04 0.41
1ikoP 0.39 0.81 0.60 0.04 0.36 0.68 0.06 0.26
1mi8A 0.33 0.70 0.48 0.03 0.50 0.61 0.00 0.39
1n0eA 0.34 0.78 0.42 0.40 0.18 0.45 0.31 0.23
1stmA 0.22 0.75 0.57 0.03 0.40 0.50 0.02 0.48
1v27A 0.45 0.72 0.60 0.05 0.35 0.58 0.04 0.38
1n05A 0.38 0.78 0.56 0.18 0.26 0.53 0.24 0.23
1r0uA 0.36 0.85 0.32 0.04 0.64 0.36 0.00 0.64
1c3kA 0.33 0.69 0.48 0.00 0.52 0.64 0.00 0.36
1g1kA 0.26 0.72 0.51 0.00 0.49 0.52 0.00 0.48
1jh5A 0.31 0.65 0.48 0.11 0.41 0.61 0.00 0.39
1l1dA 0.25 0.79 0.63 0.18 0.18 0.77 0.08 0.14
1mkeA 0.27 0.68 0.50 0.18 0.32 0.48 0.10 0.42
1q7hA 0.29 0.66 0.47 0.22 0.31 0.72 0.16 0.12
1qqhA 0.25 0.78 0.46 0.24 0.31 0.56 0.17 0.26
1rj7A 0.38 0.72 0.49 0.00 0.51 0.53 0.00 0.47
1k5dB 0.35 0.75 0.45 0.12 0.43 0.51 0.13 0.36
1q67A 0.44 0.69 0.52 0.21 0.27 0.46 0.23 0.31
1ut4A 0.32 0.80 0.58 0.12 0.30 0.56 0.12 0.32
1a34A 0.24 0.63 0.68 0.11 0.21 0.56 0.02 0.42
1khiA 0.34 0.69 0.52 0.07 0.41 0.52 0.07 0.41
1rz0A 0.31 0.65 0.41 0.16 0.43 0.58 0.05 0.37
1earA 0.25 0.82 0.51 0.18 0.31 0.54 0.16 0.30
1h9jA 0.29 0.86 0.39 0.09 0.52 0.50 0.07 0.43
1ijaA 0.34 0.79 0.53 0.06 0.41 0.67 0.05 0.28
1a3yA 0.45 0.74 0.37 0.13 0.50 0.59 0.09 0.32
1cwpA 0.29 0.73 0.53 0.21 0.26 0.62 0.09 0.30
1pdkB 0.24 0.82 0.57 0.03 0.40 0.60 0.05 0.34
1gmeA 0.25 0.73 0.52 0.13 0.35 0.53 0.12 0.35
1ul9A 0.36 0.73 0.52 0.02 0.46 0.63 0.00 0.37
1bzoA 0.43 0.88 0.64 0.00 0.36 0.74 0.00 0.26
1h6wA 0.22 0.75 0.68 0.08 0.24 0.73 0.11 0.17
1k0sA 0.27 0.72 0.51 0.17 0.32 0.65 0.07 0.28
1na8A 0.35 0.81 0.53 0.03 0.44 0.56 0.07 0.37
1xnaA 0.33 0.72 0.62 0.06 0.32 0.66 0.07 0.27
1a1rA 0.37 0.61 0.55 0.07 0.38 0.70 0.04 0.26
1a8mA 0.32 0.82 0.51 0.02 0.47 0.55 0.00 0.45
1c39A 0.50 0.76 0.58 0.05 0.38 0.59 0.07 0.34
1ko6A 0.32 0.70 0.55 0.12 0.33 0.70 0.14 0.16
1ntvA 0.43 0.81 0.44 0.27 0.29 0.50 0.30 0.20
1azvA 0.52 0.90 0.61 0.02 0.37 0.65 0.04 0.31
1cx1A 0.29 0.84 0.58 0.02 0.41 0.66 0.00 0.34
1dyoA 0.27 0.75 0.50 0.00 0.50 0.69 0.00 0.31
1gnyA 0.38 0.77 0.58 0.03 0.39 0.59 0.03 0.39
1p5uB 0.24 0.72 0.59 0.00 0.41 0.57 0.00 0.43
1pinA 0.32 0.75 0.57 0.31 0.12 0.65 0.20 0.15
1fjjA 0.33 0.76 0.64 0.08 0.29 0.77 0.03 0.19
1qouA 0.27 0.79 0.58 0.08 0.34 0.70 0.04 0.26
1guiA 0.37 0.81 0.58 0.03 0.39 0.56 0.00 0.44
1lb4A 0.31 0.78 0.55 0.07 0.38 0.55 0.08 0.37
1nbcA 0.35 0.78 0.58 0.00 0.42 0.61 0.00 0.39
1rocA 0.34 0.74 0.50 0.05 0.45 0.55 0.05 0.40
1kq5A 0.26 0.79 0.42 0.00 0.58 0.56 0.00 0.44
1nykA 0.31 0.77 0.68 0.01 0.31 0.82 0.03 0.15
1nziA 0.33 0.83 0.61 0.00 0.39 0.63 0.00 0.37
1f15A 0.27 0.69 0.60 0.10 0.31 0.59 0.10 0.31
1f35A 0.27 0.73 0.47 0.34 0.18 0.59 0.16 0.25
1g82A 0.31 0.75 0.55 0.05 0.40 0.66 0.08 0.26
1j0sA 0.30 0.71 0.60 0.04 0.36 0.50 0.03 0.47
1jzuA 0.53 0.73 0.43 0.12 0.45 0.52 0.11 0.37
1dkgA 0.23 0.77 0.23 0.63 0.13 0.38 0.53 0.09
